hub_id,part_id,part_cost_P_k,hub_existing_T_j,new_hub_transfer_cost
H031,P0363,38.87,1,0.0
H031,P0364,209.21,1,0.0
H031,P0365,67.74,1,0.0
H031,P0366,44.14,1,0.0
H031,P0367,266.16,1,0.0
H031,P0368,174.01,1,0.0
H031,P0369,80.56,1,0.0
H031,P0370,516.82,1,0.0
H031,P0371,94.17,1,0.0
H031,P0372,144.1,1,0.0
H031,P0373,178.34,1,0.0
H031,P0374,80.15,1,0.0
H031,P0375,213.93,1,0.0
H031,P0376,86.62,1,0.0
H031,P0377,96.66,1,0.0
H031,P0378,477.24,1,0.0
H031,P0379,54.88,1,0.0
H031,P0380,15.96,1,0.0
H031,P0381,596.74,1,0.0
H031,P0382,1388.58,1,0.0
H031,P0384,24.5,1,0.0
H031,P0385,105.87,1,0.0
H031,P0386,108.21,1,0.0
H031,P0387,118.0,1,0.0
H031,P0388,51.4,1,0.0
H031,P0390,224.46,1,0.0
H031,P0391,36.48,1,0.0
H031,P0392,262.68,1,0.0
H031,P0394,163.43,1,0.0
H031,P0395,103.34,1,0.0
H031,P0396,123.2,1,0.0
H031,P0397,243.56,1,0.0
H031,P0398,29.49,1,0.0
H031,P0399,162.32,1,0.0
H031,P0401,738.55,1,0.0
H031,P0402,119.69,1,0.0
H031,P0404,51.85,1,0.0
H031,P0405,237.5,1,0.0
H031,P0406,186.63,1,0.0
H031,P0407,64.04,1,0.0
H031,P0408,164.24,1,0.0
H031,P0409,416.93,1,0.0
H031,P0410,104.61,1,0.0
H031,P0411,30.54,1,0.0
H031,P0412,137.8,1,0.0
H031,P0413,62.14,1,0.0
H031,P0414,102.88,1,0.0
H031,P0415,130.09,1,0.0
H031,P0416,30.16,1,0.0
H031,P0417,32.71,1,0.0
H031,P0418,216.05,1,0.0
H031,P0420,13.92,1,0.0
H031,P0422,178.89,1,0.0
H031,P0423,73.64,1,0.0
H031,P0424,42.8,1,0.0
H031,P0425,297.04,1,0.0
H031,P0427,1195.1,1,0.0
H031,P0428,204.35,1,0.0
H031,P0429,198.46,1,0.0
H031,P0430,120.47,1,0.0
H031,P0431,292.0,1,0.0
H031,P0432,245.73,1,0.0
H031,P0433,431.9,1,0.0
H031,P0434,87.57,1,0.0
H031,P0435,94.61,1,0.0
H031,P0436,90.96,1,0.0
H031,P0438,539.25,1,0.0
H031,P0439,92.64,1,0.0
H031,P0440,95.52,1,0.0
H031,P0441,185.73,1,0.0
H031,P0442,112.22,1,0.0
H031,P0443,329.8,1,0.0
H031,P0444,18.45,1,0.0
H031,P0446,69.23,1,0.0
H031,P0447,17.35,1,0.0
H031,P0448,58.81,1,0.0
H031,P0449,61.44,1,0.0
H031,P0450,116.82,1,0.0
H031,P0451,381.2,1,0.0
H031,P0452,112.29,1,0.0
H031,P0453,55.36,1,0.0
H031,P0454,133.0,1,0.0
H031,P0455,359.93,1,0.0
H031,P0456,58.16,1,0.0
H031,P0458,231.44,1,0.0
H031,P0459,114.69,1,0.0
H031,P0460,250.73,1,0.0
H031,P0461,138.29,1,0.0
H031,P0462,263.26,1,0.0
H031,P0464,138.49,1,0.0
H031,P0465,115.82,1,0.0
H031,P0466,46.87,1,0.0
H031,P0467,34.28,1,0.0
H031,P0469,102.08,1,0.0
H031,P0470,55.79,1,0.0
H031,P0471,128.39,1,0.0
H031,P0472,386.39,1,0.0
H031,P0473,17.97,1,0.0
H031,P0474,36.4,1,0.0
H031,P0476,521.5,1,0.0
H031,P0477,180.54,1,0.0
H031,P0478,279.28,1,0.0
H031,P0479,50.17,1,0.0
H031,P0480,51.11,1,0.0
H031,P0482,147.54,1,0.0
H031,P0483,229.41,1,0.0
H031,P0484,118.24,1,0.0
H031,P0485,179.82,1,0.0
H031,P0486,161.41,1,0.0
H031,P0487,281.92,1,0.0
H031,P0488,289.44,1,0.0
H031,P0489,32.58,1,0.0
H031,P0490,18.52,1,0.0
H031,P0491,344.89,1,0.0
H031,P0492,407.73,1,0.0
H031,P0493,55.87,1,0.0
H031,P0494,26.25,1,0.0
H031,P0495,153.05,1,0.0
H031,P0497,705.9,1,0.0
H031,P0498,222.81,1,0.0
H031,P0499,100.19,1,0.0
H031,P0500,62.67,1,0.0
H031,P0501,141.45,1,0.0
H031,P0502,106.94,1,0.0
H031,P0503,56.15,1,0.0
H031,P0504,884.94,1,0.0
H031,P0505,698.05,1,0.0
H031,P0506,389.2,1,0.0
H031,P0507,61.12,1,0.0
H031,P0508,302.22,1,0.0
H031,P0509,248.96,1,0.0
H031,P0510,208.5,1,0.0
H031,P0511,431.1,1,0.0
H031,P0512,248.01,1,0.0
H031,P0514,248.35,1,0.0
H031,P0515,190.25,1,0.0
H031,P0516,28.12,1,0.0
H031,P0517,150.94,1,0.0
H031,P0518,84.87,1,0.0
H031,P0519,44.25,1,0.0
H031,P0520,636.05,1,0.0
H031,P0521,663.64,1,0.0
H031,P0522,475.77,1,0.0
H031,P0523,176.15,1,0.0
H031,P0524,472.11,1,0.0
H031,P0525,141.53,1,0.0
H031,P0527,52.33,1,0.0
H031,P0528,200.12,1,0.0
H031,P0529,147.82,1,0.0
H031,P0530,43.35,1,0.0
H031,P0531,133.7,1,0.0
H031,P0532,130.31,1,0.0
H031,P0533,705.88,1,0.0
H031,P0534,313.07,1,0.0
H031,P0535,141.45,1,0.0
H031,P0536,175.13,1,0.0
H031,P0537,145.68,1,0.0
H031,P0538,116.63,1,0.0
H031,P0540,122.2,1,0.0
H031,P0541,71.53,1,0.0
H031,P0542,45.44,1,0.0
H031,P0543,221.79,1,0.0
H031,P0544,199.09,1,0.0
H031,P0545,28.04,1,0.0
H031,P0547,343.01,1,0.0
H031,P0548,363.2,1,0.0
H031,P0549,352.45,1,0.0
H031,P0550,144.99,1,0.0
H031,P0551,65.44,1,0.0
H031,P0553,190.91,1,0.0
H031,P0555,445.96,1,0.0
H031,P0557,124.29,1,0.0
H031,P0558,45.69,1,0.0
H031,P0559,105.05,1,0.0
H031,P0560,170.23,1,0.0
H031,P0561,116.72,1,0.0
H031,P0562,83.22,1,0.0
H031,P0563,175.78,1,0.0
H031,P0564,88.95,1,0.0
H031,P0565,79.55,1,0.0
H031,P0566,185.3,1,0.0
H031,P0567,97.5,1,0.0
H031,P0568,174.4,1,0.0
H031,P0569,179.03,1,0.0
H031,P0570,50.21,1,0.0
H031,P0571,90.79,1,0.0
H031,P0572,510.63,1,0.0
H031,P0573,49.19,1,0.0
H031,P0574,20.84,1,0.0
H031,P0575,26.21,1,0.0
H031,P0576,143.72,1,0.0
H031,P0577,143.95,1,0.0
H031,P0578,125.94,1,0.0
H031,P0579,417.55,1,0.0
H031,P0580,12.63,1,0.0
H031,P0581,199.93,1,0.0
H031,P0582,570.74,1,0.0
H031,P0583,50.74,1,0.0
H031,P0584,99.47,1,0.0
H031,P0585,71.1,1,0.0
H031,P0586,62.6,1,0.0
H031,P0588,505.92,1,0.0
H031,P0589,731.64,1,0.0
H031,P0590,103.47,1,0.0
H031,P0592,144.56,1,0.0
H031,P0593,678.55,1,0.0
H031,P0594,128.72,1,0.0
H031,P0597,2446.98,1,0.0
H031,P0598,301.21,1,0.0
H031,P0599,74.08,1,0.0
H031,P0600,334.87,1,0.0
H033,P0001,100.51,1,0.0
H033,P0002,190.38,1,0.0
H033,P0003,663.46,1,0.0
H033,P0006,281.81,1,0.0
H033,P0007,207.04,1,0.0
H033,P0011,112.99,1,0.0
H033,P0012,110.16,1,0.0
H033,P0017,161.02,1,0.0
H033,P0018,192.14,1,0.0
H033,P0021,73.13,1,0.0
H033,P0022,186.14,1,0.0
H033,P0023,128.26,1,0.0
H033,P0024,921.03,1,0.0
H033,P0025,576.9,1,0.0
H033,P0026,198.13,1,0.0
H033,P0027,70.45,1,0.0
H033,P0031,215.67,1,0.0
H033,P0033,322.58,1,0.0
H033,P0035,51.53,1,0.0
H033,P0037,177.5,1,0.0
H033,P0039,107.63,1,0.0
H033,P0041,111.59,1,0.0
H033,P0043,526.36,1,0.0
H033,P0045,113.12,1,0.0
H033,P0047,182.73,1,0.0
H033,P0048,100.18,1,0.0
H033,P0049,28.81,1,0.0
H033,P0052,35.2,1,0.0
H033,P0055,132.48,1,0.0
H033,P0056,54.27,1,0.0
H033,P0066,107.2,1,0.0
H033,P0073,401.72,1,0.0
H033,P0075,720.7,1,0.0
H033,P0076,270.25,1,0.0
H033,P0078,131.81,1,0.0
H033,P0079,48.76,1,0.0
H033,P0085,144.19,1,0.0
H033,P0087,76.52,1,0.0
H033,P0088,185.39,1,0.0
H033,P0089,396.0,1,0.0
H033,P0093,149.38,1,0.0
H033,P0094,203.19,1,0.0
H033,P0098,238.28,1,0.0
H033,P0100,528.48,1,0.0
H033,P0105,366.23,1,0.0
H033,P0109,64.37,1,0.0
H033,P0111,122.04,1,0.0
H033,P0114,54.0,1,0.0
H033,P0116,531.1,1,0.0
H033,P0117,71.69,1,0.0
H033,P0119,167.96,1,0.0
H033,P0121,141.45,1,0.0
H033,P0125,230.52,1,0.0
H033,P0126,1137.43,1,0.0
H033,P0127,116.4,1,0.0
H033,P0129,593.16,1,0.0
H033,P0130,92.73,1,0.0
H033,P0131,154.27,1,0.0
H033,P0132,454.97,1,0.0
H033,P0133,33.1,1,0.0
H033,P0135,33.13,1,0.0
H033,P0136,68.51,1,0.0
H033,P0140,39.26,1,0.0
H033,P0142,147.02,1,0.0
H033,P0146,158.55,1,0.0
H033,P0147,277.48,1,0.0
H033,P0148,172.08,1,0.0
H033,P0149,225.59,1,0.0
H033,P0150,74.25,1,0.0
H033,P0154,98.23,1,0.0
H033,P0157,125.95,1,0.0
H033,P0158,295.36,1,0.0
H033,P0160,43.59,1,0.0
H033,P0162,17.14,1,0.0
H033,P0165,108.34,1,0.0
H033,P0167,373.13,1,0.0
H033,P0168,462.46,1,0.0
H033,P0169,131.55,1,0.0
H033,P0171,152.1,1,0.0
H033,P0172,65.89,1,0.0
H033,P0174,36.93,1,0.0
H033,P0183,124.42,1,0.0
H033,P0185,322.82,1,0.0
H033,P0190,205.77,1,0.0
H033,P0192,188.19,1,0.0
H033,P0193,193.91,1,0.0
H033,P0195,102.84,1,0.0
H033,P0201,124.41,1,0.0
H033,P0202,191.63,1,0.0
H033,P0204,907.71,1,0.0
H033,P0208,65.4,1,0.0
H033,P0211,185.71,1,0.0
H033,P0212,66.13,1,0.0
H033,P0213,33.48,1,0.0
H033,P0215,51.21,1,0.0
H033,P0216,92.65,1,0.0
H033,P0219,378.81,1,0.0
H033,P0221,191.44,1,0.0
H033,P0224,165.41,1,0.0
H033,P0226,103.16,1,0.0
H033,P0229,140.8,1,0.0
H033,P0231,171.13,1,0.0
H033,P0235,133.03,1,0.0
H033,P0238,206.21,1,0.0
H033,P0241,371.82,1,0.0
H033,P0243,108.2,1,0.0
H033,P0245,106.04,1,0.0
H033,P0247,26.93,1,0.0
H033,P0250,36.46,1,0.0
H033,P0251,477.76,1,0.0
H033,P0254,36.21,1,0.0
H033,P0256,85.84,1,0.0
H033,P0258,207.07,1,0.0
H033,P0259,84.61,1,0.0
H033,P0265,285.25,1,0.0
H033,P0269,314.09,1,0.0
H033,P0271,58.47,1,0.0
H033,P0273,465.84,1,0.0
H033,P0275,495.26,1,0.0
H033,P0277,518.63,1,0.0
H033,P0279,176.63,1,0.0
H033,P0287,86.21,1,0.0
H033,P0294,119.14,1,0.0
H033,P0297,168.12,1,0.0
H033,P0299,264.49,1,0.0
H033,P0303,182.8,1,0.0
H033,P0306,106.19,1,0.0
H033,P0308,55.29,1,0.0
H033,P0312,189.14,1,0.0
H033,P0313,146.59,1,0.0
H033,P0314,70.29,1,0.0
H033,P0317,121.26,1,0.0
H033,P0319,229.35,1,0.0
H033,P0320,165.81,1,0.0
H033,P0321,38.03,1,0.0
H033,P0323,177.23,1,0.0
H033,P0329,111.54,1,0.0
H033,P0330,194.17,1,0.0
H033,P0335,266.29,1,0.0
H033,P0339,173.04,1,0.0
H033,P0340,596.84,1,0.0
H033,P0342,175.17,1,0.0
H033,P0345,44.2,1,0.0
H033,P0346,95.62,1,0.0
H033,P0352,83.25,1,0.0
H033,P0355,78.94,1,0.0
H033,P0356,227.84,1,0.0
H033,P0357,278.18,1,0.0
H033,P0358,209.54,1,0.0
H033,P0362,173.02,1,0.0
H033,P0363,38.87,1,0.0
H033,P0367,266.16,1,0.0
H033,P0368,174.01,1,0.0
H033,P0369,80.56,1,0.0
H033,P0370,516.82,1,0.0
H033,P0371,94.17,1,0.0
H033,P0377,96.66,1,0.0
H033,P0380,15.96,1,0.0
H033,P0381,596.74,1,0.0
H033,P0383,97.21,1,0.0
H033,P0385,105.87,1,0.0
H033,P0394,163.43,1,0.0
H033,P0395,103.34,1,0.0
H033,P0396,123.2,1,0.0
H033,P0397,243.56,1,0.0
H033,P0398,29.49,1,0.0
H033,P0401,738.55,1,0.0
H033,P0402,119.69,1,0.0
H033,P0403,628.13,1,0.0
H033,P0407,64.04,1,0.0
H033,P0409,416.93,1,0.0
H033,P0410,104.61,1,0.0
H033,P0412,137.8,1,0.0
H033,P0413,62.14,1,0.0
H033,P0417,32.71,1,0.0
H033,P0418,216.05,1,0.0
H033,P0422,178.89,1,0.0
H033,P0427,1195.1,1,0.0
H033,P0428,204.35,1,0.0
H033,P0430,120.47,1,0.0
H033,P0431,292.0,1,0.0
H033,P0433,431.9,1,0.0
H033,P0435,94.61,1,0.0
H033,P0437,285.25,1,0.0
H033,P0441,185.73,1,0.0
H033,P0442,112.22,1,0.0
H033,P0444,18.45,1,0.0
H033,P0447,17.35,1,0.0
H033,P0451,381.2,1,0.0
H033,P0453,55.36,1,0.0
H033,P0456,58.16,1,0.0
H033,P0463,55.15,1,0.0
H033,P0464,138.49,1,0.0
H033,P0466,46.87,1,0.0
H033,P0467,34.28,1,0.0
H033,P0469,102.08,1,0.0
H033,P0470,55.79,1,0.0
H033,P0483,229.41,1,0.0
H033,P0486,161.41,1,0.0
H033,P0488,289.44,1,0.0
H033,P0490,18.52,1,0.0
H033,P0492,407.73,1,0.0
H033,P0493,55.87,1,0.0
H033,P0494,26.25,1,0.0
H033,P0497,705.9,1,0.0
H033,P0502,106.94,1,0.0
H033,P0505,698.05,1,0.0
H033,P0507,61.12,1,0.0
H033,P0509,248.96,1,0.0
H033,P0512,248.01,1,0.0
H033,P0514,248.35,1,0.0
H033,P0518,84.87,1,0.0
H033,P0519,44.25,1,0.0
H033,P0520,636.05,1,0.0
H033,P0521,663.64,1,0.0
H033,P0522,475.77,1,0.0
H033,P0523,176.15,1,0.0
H033,P0524,472.11,1,0.0
H033,P0526,168.03,1,0.0
H033,P0530,43.35,1,0.0
H033,P0532,130.31,1,0.0
H033,P0534,313.07,1,0.0
H033,P0537,145.68,1,0.0
H033,P0539,52.85,1,0.0
H033,P0540,122.2,1,0.0
H033,P0542,45.44,1,0.0
H033,P0543,221.79,1,0.0
H033,P0545,28.04,1,0.0
H033,P0548,363.2,1,0.0
H033,P0550,144.99,1,0.0
H033,P0555,445.96,1,0.0
H033,P0556,376.77,1,0.0
H033,P0557,124.29,1,0.0
H033,P0560,170.23,1,0.0
H033,P0562,83.22,1,0.0
H033,P0563,175.78,1,0.0
H033,P0570,50.21,1,0.0
H033,P0573,49.19,1,0.0
H033,P0579,417.55,1,0.0
H033,P0588,505.92,1,0.0
H033,P0591,777.59,1,0.0
H033,P0594,128.72,1,0.0
H033,P0596,194.53,1,0.0
H033,P0599,74.08,1,0.0
H033,P0600,334.87,1,0.0
H034,P0003,663.46,0,50.0
H034,P0006,281.81,0,50.0
H034,P0013,172.53,0,50.0
H034,P0014,84.93,0,50.0
H034,P0016,348.31,0,50.0
H034,P0018,192.14,0,50.0
H034,P0021,73.13,0,50.0
H034,P0022,186.14,0,50.0
H034,P0029,408.98,0,50.0
H034,P0032,29.12,0,50.0
H034,P0035,51.53,0,50.0
H034,P0039,107.63,0,50.0
H034,P0043,526.36,0,50.0
H034,P0046,164.1,0,50.0
H034,P0047,182.73,0,50.0
H034,P0050,188.07,0,50.0
H034,P0052,35.2,0,50.0
H034,P0057,103.61,0,50.0
H034,P0058,451.1,0,50.0
H034,P0065,294.96,0,50.0
H034,P0068,74.74,0,50.0
H034,P0071,283.09,0,50.0
H034,P0079,48.76,0,50.0
H034,P0086,46.84,0,50.0
H034,P0087,76.52,0,50.0
H034,P0089,396.0,0,50.0
H034,P0093,149.38,0,50.0
H034,P0096,21.86,0,50.0
H034,P0097,82.24,0,50.0
H034,P0098,238.28,0,50.0
H034,P0101,195.03,0,50.0
H034,P0103,83.75,0,50.0
H034,P0105,366.23,0,50.0
H034,P0106,172.64,0,50.0
H034,P0107,172.88,0,50.0
H034,P0111,122.04,0,50.0
H034,P0113,344.29,0,50.0
H034,P0116,531.1,0,50.0
H034,P0117,71.69,0,50.0
H034,P0121,141.45,0,50.0
H034,P0122,462.99,0,50.0
H034,P0125,230.52,0,50.0
H034,P0126,1137.43,0,50.0
H034,P0127,116.4,0,50.0
H034,P0128,23.07,0,50.0
H034,P0129,593.16,0,50.0
H034,P0130,92.73,0,50.0
H034,P0134,45.38,0,50.0
H034,P0136,68.51,0,50.0
H034,P0139,179.52,0,50.0
H034,P0140,39.26,0,50.0
H034,P0142,147.02,0,50.0
H034,P0144,211.68,0,50.0
H034,P0147,277.48,0,50.0
H034,P0148,172.08,0,50.0
H034,P0149,225.59,0,50.0
H034,P0150,74.25,0,50.0
H034,P0152,167.12,0,50.0
H034,P0155,223.79,0,50.0
H034,P0157,125.95,0,50.0
H034,P0163,76.04,0,50.0
H034,P0165,108.34,0,50.0
H034,P0171,152.1,0,50.0
H034,P0176,101.44,0,50.0
H034,P0178,658.74,0,50.0
H034,P0180,199.37,0,50.0
H034,P0181,54.88,0,50.0
H034,P0182,214.62,0,50.0
H034,P0185,322.82,0,50.0
H034,P0193,193.91,0,50.0
H034,P0197,365.82,0,50.0
H034,P0199,381.75,0,50.0
H034,P0201,124.41,0,50.0
H034,P0204,907.71,0,50.0
H034,P0205,149.02,0,50.0
H034,P0206,161.71,0,50.0
H034,P0208,65.4,0,50.0
H034,P0210,136.78,0,50.0
H034,P0211,185.71,0,50.0
H034,P0214,21.67,0,50.0
H034,P0215,51.21,0,50.0
H034,P0216,92.65,0,50.0
H034,P0218,800.43,0,50.0
H034,P0222,97.05,0,50.0
H034,P0224,165.41,0,50.0
H034,P0225,244.42,0,50.0
H034,P0226,103.16,0,50.0
H034,P0229,140.8,0,50.0
H034,P0230,1450.33,0,50.0
H034,P0231,171.13,0,50.0
H034,P0232,508.54,0,50.0
H034,P0238,206.21,0,50.0
H034,P0239,65.06,0,50.0
H034,P0241,371.82,0,50.0
H034,P0243,108.2,0,50.0
H034,P0245,106.04,0,50.0
H034,P0246,324.94,0,50.0
H034,P0247,26.93,0,50.0
H034,P0249,23.33,0,50.0
H034,P0250,36.46,0,50.0
H034,P0251,477.76,0,50.0
H034,P0256,85.84,0,50.0
H034,P0257,1236.47,0,50.0
H034,P0259,84.61,0,50.0
H034,P0262,107.13,0,50.0
H034,P0265,285.25,0,50.0
H034,P0268,75.35,0,50.0
H034,P0272,62.97,0,50.0
H034,P0273,465.84,0,50.0
H034,P0274,117.85,0,50.0
H034,P0277,518.63,0,50.0
H034,P0279,176.63,0,50.0
H034,P0280,572.43,0,50.0
H034,P0281,101.09,0,50.0
H034,P0283,93.5,0,50.0
H034,P0284,210.34,0,50.0
H034,P0287,86.21,0,50.0
H034,P0295,111.45,0,50.0
H034,P0296,121.31,0,50.0
H034,P0299,264.49,0,50.0
H034,P0300,254.18,0,50.0
H034,P0305,129.45,0,50.0
H034,P0307,71.06,0,50.0
H034,P0308,55.29,0,50.0
H034,P0310,62.91,0,50.0
H034,P0312,189.14,0,50.0
H034,P0314,70.29,0,50.0
H034,P0317,121.26,0,50.0
H034,P0318,77.79,0,50.0
H034,P0321,38.03,0,50.0
H034,P0322,131.69,0,50.0
H034,P0324,62.3,0,50.0
H034,P0327,466.01,0,50.0
H034,P0329,111.54,0,50.0
H034,P0330,194.17,0,50.0
H034,P0332,49.45,0,50.0
H034,P0336,844.89,0,50.0
H034,P0339,173.04,0,50.0
H034,P0340,596.84,0,50.0
H034,P0341,46.6,0,50.0
H034,P0342,175.17,0,50.0
H034,P0345,44.2,0,50.0
H034,P0346,95.62,0,50.0
H034,P0349,174.01,0,50.0
H034,P0353,440.82,0,50.0
H034,P0355,78.94,0,50.0
H034,P0356,227.84,0,50.0
H034,P0359,30.71,0,50.0
H034,P0361,55.19,0,50.0
H034,P0364,209.21,0,50.0
H034,P0365,67.74,0,50.0
H034,P0366,44.14,0,50.0
H034,P0367,266.16,0,50.0
H034,P0370,516.82,0,50.0
H034,P0373,178.34,0,50.0
H034,P0374,80.15,0,50.0
H034,P0378,477.24,0,50.0
H034,P0380,15.96,0,50.0
H034,P0381,596.74,0,50.0
H034,P0383,97.21,0,50.0
H034,P0384,24.5,0,50.0
H034,P0387,118.0,0,50.0
H034,P0393,888.08,0,50.0
H034,P0396,123.2,0,50.0
H034,P0397,243.56,0,50.0
H034,P0398,29.49,0,50.0
H034,P0402,119.69,0,50.0
H034,P0404,51.85,0,50.0
H034,P0406,186.63,0,50.0
H034,P0408,164.24,0,50.0
H034,P0411,30.54,0,50.0
H034,P0413,62.14,0,50.0
H034,P0416,30.16,0,50.0
H034,P0420,13.92,0,50.0
H034,P0423,73.64,0,50.0
H034,P0425,297.04,0,50.0
H034,P0428,204.35,0,50.0
H034,P0430,120.47,0,50.0
H034,P0432,245.73,0,50.0
H034,P0433,431.9,0,50.0
H034,P0439,92.64,0,50.0
H034,P0441,185.73,0,50.0
H034,P0442,112.22,0,50.0
H034,P0447,17.35,0,50.0
H034,P0450,116.82,0,50.0
H034,P0451,381.2,0,50.0
H034,P0455,359.93,0,50.0
H034,P0458,231.44,0,50.0
H034,P0459,114.69,0,50.0
H034,P0461,138.29,0,50.0
H034,P0463,55.15,0,50.0
H034,P0464,138.49,0,50.0
H034,P0465,115.82,0,50.0
H034,P0468,259.52,0,50.0
H034,P0470,55.79,0,50.0
H034,P0471,128.39,0,50.0
H034,P0474,36.4,0,50.0
H034,P0478,279.28,0,50.0
H034,P0482,147.54,0,50.0
H034,P0485,179.82,0,50.0
H034,P0490,18.52,0,50.0
H034,P0494,26.25,0,50.0
H034,P0497,705.9,0,50.0
H034,P0499,100.19,0,50.0
H034,P0500,62.67,0,50.0
H034,P0505,698.05,0,50.0
H034,P0506,389.2,0,50.0
H034,P0509,248.96,0,50.0
H034,P0511,431.1,0,50.0
H034,P0515,190.25,0,50.0
H034,P0518,84.87,0,50.0
H034,P0519,44.25,0,50.0
H034,P0522,475.77,0,50.0
H034,P0524,472.11,0,50.0
H034,P0527,52.33,0,50.0
H034,P0528,200.12,0,50.0
H034,P0532,130.31,0,50.0
H034,P0533,705.88,0,50.0
H034,P0537,145.68,0,50.0
H034,P0540,122.2,0,50.0
H034,P0541,71.53,0,50.0
H034,P0543,221.79,0,50.0
H034,P0545,28.04,0,50.0
H034,P0548,363.2,0,50.0
H034,P0550,144.99,0,50.0
H034,P0551,65.44,0,50.0
H034,P0552,52.79,0,50.0
H034,P0553,190.91,0,50.0
H034,P0556,376.77,0,50.0
H034,P0557,124.29,0,50.0
H034,P0560,170.23,0,50.0
H034,P0563,175.78,0,50.0
H034,P0564,88.95,0,50.0
H034,P0565,79.55,0,50.0
H034,P0567,97.5,0,50.0
H034,P0570,50.21,0,50.0
H034,P0571,90.79,0,50.0
H034,P0575,26.21,0,50.0
H034,P0586,62.6,0,50.0
H034,P0589,731.64,0,50.0
H034,P0593,678.55,0,50.0
H034,P0594,128.72,0,50.0
H034,P0596,194.53,0,50.0
H034,P0598,301.21,0,50.0
H034,P0599,74.08,0,50.0
H037,P0001,100.51,1,0.0
H037,P0002,190.38,1,0.0
H037,P0003,663.46,1,0.0
H037,P0004,57.6,1,0.0
H037,P0006,281.81,1,0.0
H037,P0007,207.04,1,0.0
H037,P0008,99.79,1,0.0
H037,P0010,40.62,1,0.0
H037,P0011,112.99,1,0.0
H037,P0012,110.16,1,0.0
H037,P0013,172.53,1,0.0
H037,P0015,214.01,1,0.0
H037,P0016,348.31,1,0.0
H037,P0017,161.02,1,0.0
H037,P0020,140.01,1,0.0
H037,P0023,128.26,1,0.0
H037,P0024,921.03,1,0.0
H037,P0026,198.13,1,0.0
H037,P0027,70.45,1,0.0
H037,P0028,51.44,1,0.0
H037,P0029,408.98,1,0.0
H037,P0030,177.35,1,0.0
H037,P0033,322.58,1,0.0
H037,P0035,51.53,1,0.0
H037,P0036,91.59,1,0.0
H037,P0037,177.5,1,0.0
H037,P0041,111.59,1,0.0
H037,P0042,160.61,1,0.0
H037,P0043,526.36,1,0.0
H037,P0044,13.9,1,0.0
H037,P0045,113.12,1,0.0
H037,P0046,164.1,1,0.0
H037,P0047,182.73,1,0.0
H037,P0048,100.18,1,0.0
H037,P0049,28.81,1,0.0
H037,P0050,188.07,1,0.0
H037,P0052,35.2,1,0.0
H037,P0055,132.48,1,0.0
H037,P0056,54.27,1,0.0
H037,P0057,103.61,1,0.0
H037,P0058,451.1,1,0.0
H037,P0059,236.52,1,0.0
H037,P0060,665.62,1,0.0
H037,P0061,403.96,1,0.0
H037,P0062,207.85,1,0.0
H037,P0063,672.62,1,0.0
H037,P0066,107.2,1,0.0
H037,P0068,74.74,1,0.0
H037,P0069,341.13,1,0.0
H037,P0070,48.48,1,0.0
H037,P0071,283.09,1,0.0
H037,P0072,117.93,1,0.0
H037,P0073,401.72,1,0.0
H037,P0074,275.18,1,0.0
H037,P0075,720.7,1,0.0
H037,P0076,270.25,1,0.0
H037,P0079,48.76,1,0.0
H037,P0081,545.52,1,0.0
H037,P0082,248.5,1,0.0
H037,P0083,74.63,1,0.0
H037,P0085,144.19,1,0.0
H037,P0086,46.84,1,0.0
H037,P0087,76.52,1,0.0
H037,P0088,185.39,1,0.0
H037,P0090,242.14,1,0.0
H037,P0091,17.81,1,0.0
H037,P0092,184.12,1,0.0
H037,P0093,149.38,1,0.0
H037,P0094,203.19,1,0.0
H037,P0096,21.86,1,0.0
H037,P0097,82.24,1,0.0
H037,P0100,528.48,1,0.0
H037,P0101,195.03,1,0.0
H037,P0103,83.75,1,0.0
H037,P0104,291.21,1,0.0
H037,P0105,366.23,1,0.0
H037,P0106,172.64,1,0.0
H037,P0107,172.88,1,0.0
H037,P0108,178.56,1,0.0
H037,P0109,64.37,1,0.0
H037,P0110,122.59,1,0.0
H037,P0111,122.04,1,0.0
H037,P0112,197.69,1,0.0
H037,P0113,344.29,1,0.0
H037,P0114,54.0,1,0.0
H037,P0115,125.1,1,0.0
H037,P0116,531.1,1,0.0
H037,P0117,71.69,1,0.0
H037,P0118,66.79,1,0.0
H037,P0120,299.34,1,0.0
H037,P0121,141.45,1,0.0
H037,P0122,462.99,1,0.0
H037,P0125,230.52,1,0.0
H037,P0126,1137.43,1,0.0
H037,P0127,116.4,1,0.0
H037,P0128,23.07,1,0.0
H037,P0129,593.16,1,0.0
H037,P0130,92.73,1,0.0
H037,P0131,154.27,1,0.0
H037,P0132,454.97,1,0.0
H037,P0133,33.1,1,0.0
H037,P0135,33.13,1,0.0
H037,P0136,68.51,1,0.0
H037,P0137,207.95,1,0.0
H037,P0138,224.4,1,0.0
H037,P0139,179.52,1,0.0
H037,P0140,39.26,1,0.0
H037,P0141,17.51,1,0.0
H037,P0142,147.02,1,0.0
H037,P0143,91.56,1,0.0
H037,P0144,211.68,1,0.0
H037,P0145,263.33,1,0.0
H037,P0146,158.55,1,0.0
H037,P0147,277.48,1,0.0
H037,P0148,172.08,1,0.0
H037,P0149,225.59,1,0.0
H037,P0150,74.25,1,0.0
H037,P0152,167.12,1,0.0
H037,P0153,292.98,1,0.0
