t_seconds,phase,depth,rss_mb,batch_id
186.7321,solve.va_sample,2,699.965,
187.2323,solve.va_sample,2,699.965,
187.7325,solve.va_sample,2,699.965,
188.2328,solve.va_sample,2,699.965,
188.7330,solve.va_sample,2,699.965,
189.2333,solve.va_sample,2,699.965,
189.7335,solve.va_sample,2,699.965,
190.2337,solve.va_sample,2,699.965,
190.7340,solve.va_sample,2,699.965,
191.2342,solve.va_sample,2,699.965,
191.7345,solve.va_sample,2,699.965,
192.2347,solve.va_sample,2,699.965,
192.7350,solve.va_sample,2,699.965,
193.2352,solve.va_sample,2,699.965,
193.7354,solve.va_sample,2,699.965,
194.2357,solve.va_sample,2,699.965,
194.7359,solve.va_sample,2,699.965,
195.2361,solve.va_sample,2,699.965,
195.7364,solve.va_sample,2,699.965,
196.2366,solve.va_sample,2,699.965,
196.7368,solve.va_sample,2,699.965,
197.2371,solve.va_sample,2,699.965,
197.7373,solve.va_sample,2,699.965,
198.2375,solve.va_sample,2,699.965,
198.7378,solve.va_sample,2,699.965,
199.2380,solve.va_sample,2,699.965,
199.7382,solve.va_sample,2,699.965,
200.2385,solve.va_sample,2,699.965,
200.7387,solve.va_sample,2,699.965,
201.2389,solve.va_sample,2,699.965,
201.7392,solve.va_sample,2,699.965,
202.2394,solve.va_sample,2,699.965,
202.7396,solve.va_sample,2,699.965,
203.2398,solve.va_sample,2,699.965,
203.7401,solve.va_sample,2,699.965,
204.2403,solve.va_sample,2,699.965,
204.7405,solve.va_sample,2,699.965,
205.2408,solve.va_sample,2,699.965,
205.7410,solve.va_sample,2,699.965,
206.2412,solve.va_sample,2,699.965,
206.7415,solve.va_sample,2,699.965,
207.2417,solve.va_sample,2,699.965,
207.7419,solve.va_sample,2,699.965,
208.2422,solve.va_sample,2,699.965,
208.7424,solve.va_sample,2,699.965,
209.2426,solve.va_sample,2,699.965,
209.7429,solve.va_sample,2,699.965,
210.2431,solve.va_sample,2,699.965,
210.7434,solve.va_sample,2,699.965,
211.2436,solve.va_sample,2,699.965,
211.7438,solve.va_sample,2,699.965,
212.2440,solve.va_sample,2,699.965,
212.7443,solve.va_sample,2,699.965,
213.2445,solve.va_sample,2,699.965,
213.7448,solve.va_sample,2,699.965,
214.2451,solve.va_sample,2,699.965,
214.7453,solve.va_sample,2,699.965,
215.2455,solve.va_sample,2,699.965,
215.7458,solve.va_sample,2,699.965,
216.2460,solve.va_sample,2,699.965,
216.7463,solve.va_sample,2,699.965,
217.2465,solve.va_sample,2,699.965,
217.7467,solve.va_sample,2,699.965,
218.2470,solve.va_sample,2,699.965,
218.7472,solve.va_sample,2,699.965,
219.2475,solve.va_sample,2,699.965,
219.7477,solve.va_sample,2,699.965,
220.2479,solve.va_sample,2,699.965,
220.7482,solve.va_sample,2,699.965,
221.2484,solve.va_sample,2,699.965,
221.7486,solve.va_sample,2,699.965,
222.2488,solve.va_sample,2,699.965,
222.7491,solve.va_sample,2,699.965,
223.2493,solve.va_sample,2,699.965,
223.7495,solve.va_sample,2,699.965,
224.2497,solve.va_sample,2,699.965,
224.7500,solve.va_sample,2,699.965,
225.2502,solve.va_sample,2,699.965,
