batch_id,read_index,num_vars,va_reported_energy,recomputed_energy,abs_diff,rel_diff,qubo_offset,va_offset_applied,constraint_ok
1,91,8659,-288813737.9755,-288813737.9755,0.0,0.0,299800000.0,0.0,True
1,92,8659,-288813722.1205,-288813722.1205,0.0,0.0,299800000.0,0.0,True
1,93,8659,-288813712.7535,-288813712.7535,0.0,0.0,299800000.0,0.0,True
1,94,8659,-288813685.014,-288813685.014,0.0,0.0,299800000.0,0.0,True
1,95,8659,-288813665.674,-288813665.674,0.0,0.0,299800000.0,0.0,True
1,96,8659,-288813662.2915,-288813662.2915,0.0,0.0,299800000.0,0.0,True
1,97,8659,-288813632.9875,-288813632.9875,0.0,0.0,299800000.0,0.0,True
1,98,8659,-288813608.8585,-288813608.8585,0.0,0.0,299800000.0,0.0,True
1,99,8659,-288813597.4585,-288813597.4585,0.0,0.0,299800000.0,0.0,True
1,100,8659,-288813576.8115,-288813576.8115,0.0,0.0,299800000.0,0.0,True
1,101,8659,-288813557.423,-288813557.423,0.0,0.0,299800000.0,0.0,True
1,102,8659,-288813479.7155,-288813479.7155,0.0,0.0,299800000.0,0.0,True
1,103,8659,-288813425.8,-288813425.8,0.0,0.0,299800000.0,0.0,True
1,104,8659,-288813398.0005,-288813398.0005,0.0,0.0,299800000.0,0.0,True
1,105,8659,-288813350.634,-288813350.634,0.0,0.0,299800000.0,0.0,True
1,106,8659,-288813339.632,-288813339.632,0.0,0.0,299800000.0,0.0,True
1,107,8659,-288813283.55,-288813283.55,0.0,0.0,299800000.0,0.0,True
1,108,8659,-288813280.8985,-288813280.8985,0.0,0.0,299800000.0,0.0,True
1,109,8659,-288813252.8145,-288813252.8145,0.0,0.0,299800000.0,0.0,True
1,110,8659,-288813165.4435,-288813165.4435,0.0,0.0,299800000.0,0.0,True
1,111,8659,-288813093.251,-288813093.251,0.0,0.0,299800000.0,0.0,True
