zip_id,hub_id,part_id,b_ik,d_ij,miles_after_base,miles_after_penalty_start,sla_violation,linehaul_cost,distance_cost,distance_penalty_cost,assignment_cost,source
Z00001,H177,P0020,4.0,131.21,111.21000000000001,1.210000000000008,1,2.4,266.904,1.210000000000008,270.514,hub_prune_relocated
Z00001,H177,P0035,1.0,131.21,111.21000000000001,1.210000000000008,1,0.6,66.726,0.302500000000002,67.6285,raw_unique
Z00001,H177,P0085,2.0,131.21,111.21000000000001,1.210000000000008,1,1.2,133.452,0.605000000000004,135.257,hub_prune_relocated
Z00001,H177,P0142,3.0,131.21,111.21000000000001,1.210000000000008,1,1.7999999999999998,200.178,0.907500000000006,202.8855,hub_prune_relocated
Z00001,H177,P0175,2.0,131.21,111.21000000000001,1.210000000000008,1,1.2,133.452,0.605000000000004,135.257,raw_unique
Z00001,H177,P0184,1.0,131.21,111.21000000000001,1.210000000000008,1,0.6,66.726,0.302500000000002,67.6285,hub_prune_relocated
Z00001,H177,P0203,4.0,131.21,111.21000000000001,1.210000000000008,1,2.4,266.904,1.210000000000008,270.514,hub_prune_relocated
Z00001,H177,P0214,1.0,131.21,111.21000000000001,1.210000000000008,1,0.6,66.726,0.302500000000002,67.6285,raw_unique
Z00001,H177,P0229,4.0,131.21,111.21000000000001,1.210000000000008,1,2.4,266.904,1.210000000000008,270.514,hub_prune_relocated
Z00001,H177,P0239,2.0,131.21,111.21000000000001,1.210000000000008,1,1.2,133.452,0.605000000000004,135.257,raw_unique
Z00001,H177,P0278,2.0,131.21,111.21000000000001,1.210000000000008,1,1.2,133.452,0.605000000000004,135.257,hub_prune_relocated
Z00001,H177,P0299,2.0,131.21,111.21000000000001,1.210000000000008,1,1.2,133.452,0.605000000000004,135.257,raw_unique
Z00001,H177,P0344,3.0,131.21,111.21000000000001,1.210000000000008,1,1.7999999999999998,200.178,0.907500000000006,202.8855,hub_prune_relocated
Z00001,H177,P0407,5.0,131.21,111.21000000000001,1.210000000000008,1,3.0,333.63,1.51250000000001,338.1425,raw_unique
Z00001,H177,P0413,2.0,131.21,111.21000000000001,1.210000000000008,1,1.2,133.452,0.605000000000004,135.257,raw_unique
Z00001,H177,P0458,2.0,131.21,111.21000000000001,1.210000000000008,1,1.2,133.452,0.605000000000004,135.257,raw_unique
Z00001,H177,P0492,2.0,131.21,111.21000000000001,1.210000000000008,1,1.2,133.452,0.605000000000004,135.257,hub_prune_relocated
Z00001,H177,P0495,2.0,131.21,111.21000000000001,1.210000000000008,1,1.2,133.452,0.605000000000004,135.257,hub_prune_relocated
Z00001,H177,P0522,1.0,131.21,111.21000000000001,1.210000000000008,1,0.6,66.726,0.302500000000002,67.6285,hub_prune_relocated
Z00001,H177,P0541,3.0,131.21,111.21000000000001,1.210000000000008,1,1.7999999999999998,200.178,0.907500000000006,202.8855,raw_unique
Z00001,H177,P0565,2.0,131.21,111.21000000000001,1.210000000000008,1,1.2,133.452,0.605000000000004,135.257,hub_prune_relocated
Z00001,H177,P0570,6.0,131.21,111.21000000000001,1.210000000000008,1,3.5999999999999996,400.356,1.815000000000012,405.771,hub_prune_relocated
Z00001,H177,P0593,3.0,131.21,111.21000000000001,1.210000000000008,1,1.7999999999999998,200.178,0.907500000000006,202.8855,hub_prune_relocated
Z00001,H190,P0011,3.0,173.01,153.01,43.00999999999999,1,1.7999999999999998,275.41799999999995,32.25749999999999,309.47549999999995,raw_unique
Z00001,H190,P0022,1.0,173.01,153.01,43.00999999999999,1,0.6,91.806,10.752499999999998,103.15849999999999,raw_unique
Z00001,H190,P0040,1.0,173.01,153.01,43.00999999999999,1,0.6,91.806,10.752499999999998,103.15849999999999,raw_unique
Z00001,H190,P0129,2.0,173.01,153.01,43.00999999999999,1,1.2,183.612,21.504999999999995,206.31699999999998,raw_unique
Z00001,H190,P0178,3.0,173.01,153.01,43.00999999999999,1,1.7999999999999998,275.41799999999995,32.25749999999999,309.47549999999995,raw_unique
Z00001,H190,P0226,3.0,173.01,153.01,43.00999999999999,1,1.7999999999999998,275.41799999999995,32.25749999999999,309.47549999999995,raw_unique
Z00001,H190,P0231,3.0,173.01,153.01,43.00999999999999,1,1.7999999999999998,275.41799999999995,32.25749999999999,309.47549999999995,raw_unique
Z00001,H190,P0265,2.0,173.01,153.01,43.00999999999999,1,1.2,183.612,21.504999999999995,206.31699999999998,raw_unique
Z00001,H190,P0287,3.0,173.01,153.01,43.00999999999999,1,1.7999999999999998,275.41799999999995,32.25749999999999,309.47549999999995,raw_unique
Z00001,H190,P0330,5.0,173.01,153.01,43.00999999999999,1,3.0,459.03,53.76249999999999,515.7925,raw_unique
Z00001,H190,P0337,2.0,173.01,153.01,43.00999999999999,1,1.2,183.612,21.504999999999995,206.31699999999998,raw_unique
Z00001,H190,P0342,2.0,173.01,153.01,43.00999999999999,1,1.2,183.612,21.504999999999995,206.31699999999998,raw_unique
Z00001,H190,P0361,5.0,173.01,153.01,43.00999999999999,1,3.0,459.03,53.76249999999999,515.7925,raw_unique
Z00001,H190,P0414,1.0,173.01,153.01,43.00999999999999,1,0.6,91.806,10.752499999999998,103.15849999999999,raw_unique
Z00001,H190,P0446,2.0,173.01,153.01,43.00999999999999,1,1.2,183.612,21.504999999999995,206.31699999999998,raw_unique
Z00001,H190,P0461,3.0,173.01,153.01,43.00999999999999,1,1.7999999999999998,275.41799999999995,32.25749999999999,309.47549999999995,raw_unique
Z00001,H190,P0520,2.0,173.01,153.01,43.00999999999999,1,1.2,183.612,21.504999999999995,206.31699999999998,raw_unique
Z00002,H134,P0429,1.0,179.99,159.99,49.99000000000001,1,0.6,95.994,12.497500000000002,109.0915,raw_unique
Z00002,H134,P0447,3.0,179.99,159.99,49.99000000000001,1,1.7999999999999998,287.98199999999997,37.49250000000001,327.2745,raw_unique
Z00002,H134,P0453,3.0,179.99,159.99,49.99000000000001,1,1.7999999999999998,287.98199999999997,37.49250000000001,327.2745,raw_unique
Z00002,H134,P0548,1.0,179.99,159.99,49.99000000000001,1,0.6,95.994,12.497500000000002,109.0915,raw_unique
Z00002,H134,P0579,1.0,179.99,159.99,49.99000000000001,1,0.6,95.994,12.497500000000002,109.0915,raw_unique
Z00002,H134,P0592,1.0,179.99,159.99,49.99000000000001,1,0.6,95.994,12.497500000000002,109.0915,raw_unique
Z00002,H138,P0046,1.0,158.95,138.95,28.94999999999999,1,0.6,83.36999999999999,7.237499999999997,91.20749999999998,raw_unique
Z00002,H138,P0068,2.0,158.95,138.95,28.94999999999999,1,1.2,166.73999999999998,14.474999999999994,182.41499999999996,raw_unique
Z00002,H138,P0142,2.0,158.95,138.95,28.94999999999999,1,1.2,166.73999999999998,14.474999999999994,182.41499999999996,raw_unique
Z00002,H138,P0177,1.0,158.95,138.95,28.94999999999999,1,0.6,83.36999999999999,7.237499999999997,91.20749999999998,hub_prune_relocated
Z00002,H138,P0198,2.0,158.95,138.95,28.94999999999999,1,1.2,166.73999999999998,14.474999999999994,182.41499999999996,raw_unique
Z00002,H138,P0249,3.0,158.95,138.95,28.94999999999999,1,1.7999999999999998,250.10999999999996,21.71249999999999,273.62249999999995,raw_unique
Z00002,H138,P0370,3.0,158.95,138.95,28.94999999999999,1,1.7999999999999998,250.10999999999996,21.71249999999999,273.62249999999995,raw_unique
Z00002,H138,P0433,2.0,158.95,138.95,28.94999999999999,1,1.2,166.73999999999998,14.474999999999994,182.41499999999996,raw_unique
Z00002,H138,P0553,1.0,158.95,138.95,28.94999999999999,1,0.6,83.36999999999999,7.237499999999997,91.20749999999998,raw_unique
Z00002,H138,P0564,1.0,158.95,138.95,28.94999999999999,1,0.6,83.36999999999999,7.237499999999997,91.20749999999998,raw_unique
Z00002,H138,P0584,1.0,158.95,138.95,28.94999999999999,1,0.6,83.36999999999999,7.237499999999997,91.20749999999998,hub_prune_relocated
Z00002,H181,P0019,1.0,136.2,116.19999999999999,6.199999999999989,1,0.6,69.71999999999998,1.5499999999999972,71.86999999999998,hub_prune_relocated
Z00002,H181,P0043,1.0,136.2,116.19999999999999,6.199999999999989,1,0.6,69.71999999999998,1.5499999999999972,71.86999999999998,raw_unique
Z00002,H181,P0047,3.0,136.2,116.19999999999999,6.199999999999989,1,1.7999999999999998,209.15999999999997,4.6499999999999915,215.60999999999996,raw_unique
Z00002,H181,P0055,2.0,136.2,116.19999999999999,6.199999999999989,1,1.2,139.43999999999997,3.0999999999999943,143.73999999999995,raw_unique
Z00002,H181,P0070,1.0,136.2,116.19999999999999,6.199999999999989,1,0.6,69.71999999999998,1.5499999999999972,71.86999999999998,raw_unique
